Ward_ID,Ward_Name,Score
75,Shankaramata,0.0
78,Pulikeshi Nagar,0.0
91,Bharathi Nagar,0.0
92,Shivaji Nagar,0.0
97,Dayananda Nagar,0.0
98,Prakash Nagar,0.0
105,Agrahara Dasarahalli,0.0
109,Chikpete,0.0
110,Sampangiram Nagar,0.0
112,Domlur,0.0
119,Dharmarayaswamy Temple Ward,0.0
120,Cottonpet,0.0
122,Kempapura Agrahara,0.0
128,Nagarabhavi,0.0
129,Jnanabharathi Ward,0.0
131,Nayandanahalli,0.0
134,Bapuji Nagar,0.0
138,Chalavadipalya,0.0
157,Gali Anjaneya Swamy Temple Ward,0.0
171,Gurappanapalya,0.0
172,Madiwala,0.0
183,Chikkalasandra,0.0
